# fibro_muscle target signal | mode=proxy | n_pairs=1711
pair_id	score
FGFR2__NOTCH1	1.0000
FGFR2__NOTCH2	1.0000
FGFR2__ROBO1	0.5000
FGFR2__ITGA1	0.5000
FGFR2__ITGA6	0.5000
CXCR4__FGFR2	0.5000
CD36__FGFR2	1.0000
FGFR3__FGFR4	0.5000
FGFR3__IGF1R	0.5000
FGFR3__IGF2R	0.0000
FGFR3__INSR	0.5000
FGFR3__NTRK1	0.0000
FGFR3__NTRK2	0.0000
FGFR3__NTRK3	0.0000
FGFR3__PDGFRA	-0.5000
FGFR3__PDGFRB	-0.5000
FGFR3__MET	0.5000
FGFR3__KIT	0.0000
FGFR3__FLT1	0.0000
FGFR3__KDR	0.0000
FGFR3__RET	0.0000
FGFR3__LEPR	0.0000
FGFR3__GHR	0.5000
AXL__FGFR3	0.0000
FGFR3__MERTK	0.0000
CSF1R__FGFR3	0.0000
FGFR3__IL6ST	0.0000
FGFR3__IL2RG	0.0000
FGFR3__OSMR	0.0000
FGFR3__LIFR	0.0000
FGFR3__IL6R	0.0000
FGFR3__IFNAR1	0.0000
FGFR3__IFNAR2	0.0000
FGFR3__TNFRSF1A	0.0000
FGFR3__TNFRSF1B	0.0000
DDR1__FGFR3	-0.5000
DDR2__FGFR3	-0.5000
FGFR3__ITGA7	0.5000
FGFR3__ITGB1	0.0000
FGFR3__ITGAV	-0.5000
FGFR3__PLAUR	-0.5000
CD44__FGFR3	0.0000
FGFR3__NOTCH1	0.5000
FGFR3__NOTCH2	0.5000
FGFR3__ROBO1	0.0000
FGFR3__ITGA1	0.0000
FGFR3__ITGA6	0.0000
CXCR4__FGFR3	0.0000
CD36__FGFR3	0.5000
FGFR4__IGF1R	1.0000
FGFR4__IGF2R	0.5000
FGFR4__INSR	1.0000
FGFR4__NTRK1	0.5000
FGFR4__NTRK2	0.5000
FGFR4__NTRK3	0.5000
FGFR4__PDGFRA	0.0000
FGFR4__PDGFRB	0.0000
FGFR4__MET	1.0000
FGFR4__KIT	0.5000
FGFR4__FLT1	0.5000
FGFR4__KDR	0.5000
FGFR4__RET	0.5000
FGFR4__LEPR	0.5000
FGFR4__GHR	1.0000
AXL__FGFR4	0.5000
FGFR4__MERTK	0.5000
CSF1R__FGFR4	0.5000
FGFR4__IL6ST	0.5000
FGFR4__IL2RG	0.5000
FGFR4__OSMR	0.5000
FGFR4__LIFR	0.5000
FGFR4__IL6R	0.5000
FGFR4__IFNAR1	0.5000
FGFR4__IFNAR2	0.5000
FGFR4__TNFRSF1A	0.5000
FGFR4__TNFRSF1B	0.5000
DDR1__FGFR4	0.0000
DDR2__FGFR4	0.0000
FGFR4__ITGA7	1.0000
FGFR4__ITGB1	0.5000
FGFR4__ITGAV	0.0000
FGFR4__PLAUR	0.0000
CD44__FGFR4	0.5000
FGFR4__NOTCH1	1.0000
FGFR4__NOTCH2	1.0000
FGFR4__ROBO1	0.5000
FGFR4__ITGA1	0.5000
FGFR4__ITGA6	0.5000
CXCR4__FGFR4	0.5000
CD36__FGFR4	1.0000
IGF1R__IGF2R	0.5000
IGF1R__INSR	1.0000
IGF1R__NTRK1	0.5000
IGF1R__NTRK2	0.5000
IGF1R__NTRK3	0.5000
IGF1R__PDGFRA	0.0000
IGF1R__PDGFRB	0.0000
IGF1R__MET	1.0000
IGF1R__KIT	0.5000
FLT1__IGF1R	0.5000
IGF1R__KDR	0.5000
IGF1R__RET	0.5000
IGF1R__LEPR	0.5000
GHR__IGF1R	1.0000
AXL__IGF1R	0.5000
IGF1R__MERTK	0.5000
CSF1R__IGF1R	0.5000
IGF1R__IL6ST	0.5000
IGF1R__IL2RG	0.5000
IGF1R__OSMR	0.5000
IGF1R__LIFR	0.5000
IGF1R__IL6R	0.5000
IFNAR1__IGF1R	0.5000
IFNAR2__IGF1R	0.5000
IGF1R__TNFRSF1A	0.5000
IGF1R__TNFRSF1B	0.5000
DDR1__IGF1R	0.0000
DDR2__IGF1R	0.0000
IGF1R__ITGA7	1.0000
IGF1R__ITGB1	0.5000
IGF1R__ITGAV	0.0000
IGF1R__PLAUR	0.0000
CD44__IGF1R	0.5000
IGF1R__NOTCH1	1.0000
IGF1R__NOTCH2	1.0000
IGF1R__ROBO1	0.5000
IGF1R__ITGA1	0.5000
IGF1R__ITGA6	0.5000
CXCR4__IGF1R	0.5000
CD36__IGF1R	1.0000
IGF2R__INSR	0.5000
IGF2R__NTRK1	0.0000
IGF2R__NTRK2	0.0000
IGF2R__NTRK3	0.0000
IGF2R__PDGFRA	-0.5000
IGF2R__PDGFRB	-0.5000
IGF2R__MET	0.5000
IGF2R__KIT	0.0000
FLT1__IGF2R	0.0000
IGF2R__KDR	0.0000
IGF2R__RET	0.0000
IGF2R__LEPR	0.0000
GHR__IGF2R	0.5000
AXL__IGF2R	0.0000
IGF2R__MERTK	0.0000
CSF1R__IGF2R	0.0000
IGF2R__IL6ST	0.0000
IGF2R__IL2RG	0.0000
IGF2R__OSMR	0.0000
IGF2R__LIFR	0.0000
IGF2R__IL6R	0.0000
IFNAR1__IGF2R	0.0000
IFNAR2__IGF2R	0.0000
IGF2R__TNFRSF1A	0.0000
IGF2R__TNFRSF1B	0.0000
DDR1__IGF2R	-0.5000
DDR2__IGF2R	-0.5000
IGF2R__ITGA7	0.5000
IGF2R__ITGB1	0.0000
IGF2R__ITGAV	-0.5000
IGF2R__PLAUR	-0.5000
CD44__IGF2R	0.0000
IGF2R__NOTCH1	0.5000
IGF2R__NOTCH2	0.5000
IGF2R__ROBO1	0.0000
IGF2R__ITGA1	0.0000
IGF2R__ITGA6	0.0000
CXCR4__IGF2R	0.0000
CD36__IGF2R	0.5000
INSR__NTRK1	0.5000
INSR__NTRK2	0.5000
INSR__NTRK3	0.5000
INSR__PDGFRA	0.0000
INSR__PDGFRB	0.0000
INSR__MET	1.0000
INSR__KIT	0.5000
FLT1__INSR	0.5000
INSR__KDR	0.5000
INSR__RET	0.5000
INSR__LEPR	0.5000
GHR__INSR	1.0000
AXL__INSR	0.5000
INSR__MERTK	0.5000
CSF1R__INSR	0.5000
IL6ST__INSR	0.5000
IL2RG__INSR	0.5000
INSR__OSMR	0.5000
INSR__LIFR	0.5000
IL6R__INSR	0.5000
IFNAR1__INSR	0.5000
IFNAR2__INSR	0.5000
INSR__TNFRSF1A	0.5000
INSR__TNFRSF1B	0.5000
DDR1__INSR	0.0000
DDR2__INSR	0.0000
INSR__ITGA7	1.0000
INSR__ITGB1	0.5000
INSR__ITGAV	0.0000
INSR__PLAUR	0.0000
CD44__INSR	0.5000
INSR__NOTCH1	1.0000
INSR__NOTCH2	1.0000
INSR__ROBO1	0.5000
INSR__ITGA1	0.5000
INSR__ITGA6	0.5000
CXCR4__INSR	0.5000
CD36__INSR	1.0000
NTRK1__NTRK2	0.0000
NTRK1__NTRK3	0.0000
NTRK1__PDGFRA	-0.5000
NTRK1__PDGFRB	-0.5000
MET__NTRK1	0.5000
KIT__NTRK1	0.0000
FLT1__NTRK1	0.0000
KDR__NTRK1	0.0000
NTRK1__RET	0.0000
LEPR__NTRK1	0.0000
GHR__NTRK1	0.5000
AXL__NTRK1	0.0000
MERTK__NTRK1	0.0000
CSF1R__NTRK1	0.0000
IL6ST__NTRK1	0.0000
IL2RG__NTRK1	0.0000
NTRK1__OSMR	0.0000
LIFR__NTRK1	0.0000
IL6R__NTRK1	0.0000
IFNAR1__NTRK1	0.0000
IFNAR2__NTRK1	0.0000
NTRK1__TNFRSF1A	0.0000
NTRK1__TNFRSF1B	0.0000
DDR1__NTRK1	-0.5000
DDR2__NTRK1	-0.5000
ITGA7__NTRK1	0.5000
ITGB1__NTRK1	0.0000
ITGAV__NTRK1	-0.5000
NTRK1__PLAUR	-0.5000
CD44__NTRK1	0.0000
NOTCH1__NTRK1	0.5000
NOTCH2__NTRK1	0.5000
NTRK1__ROBO1	0.0000
ITGA1__NTRK1	0.0000
ITGA6__NTRK1	0.0000
CXCR4__NTRK1	0.0000
CD36__NTRK1	0.5000
NTRK2__NTRK3	0.0000
NTRK2__PDGFRA	-0.5000
NTRK2__PDGFRB	-0.5000
MET__NTRK2	0.5000
KIT__NTRK2	0.0000
FLT1__NTRK2	0.0000
KDR__NTRK2	0.0000
NTRK2__RET	0.0000
LEPR__NTRK2	0.0000
GHR__NTRK2	0.5000
AXL__NTRK2	0.0000
MERTK__NTRK2	0.0000
CSF1R__NTRK2	0.0000
IL6ST__NTRK2	0.0000
IL2RG__NTRK2	0.0000
NTRK2__OSMR	0.0000
LIFR__NTRK2	0.0000
IL6R__NTRK2	0.0000
IFNAR1__NTRK2	0.0000
IFNAR2__NTRK2	0.0000
NTRK2__TNFRSF1A	0.0000
NTRK2__TNFRSF1B	0.0000
DDR1__NTRK2	-0.5000
DDR2__NTRK2	-0.5000
ITGA7__NTRK2	0.5000
ITGB1__NTRK2	0.0000
ITGAV__NTRK2	-0.5000
NTRK2__PLAUR	-0.5000
CD44__NTRK2	0.0000
NOTCH1__NTRK2	0.5000
NOTCH2__NTRK2	0.5000
NTRK2__ROBO1	0.0000
ITGA1__NTRK2	0.0000
ITGA6__NTRK2	0.0000
CXCR4__NTRK2	0.0000
CD36__NTRK2	0.5000
NTRK3__PDGFRA	-0.5000
NTRK3__PDGFRB	-0.5000
MET__NTRK3	0.5000
KIT__NTRK3	0.0000
FLT1__NTRK3	0.0000
KDR__NTRK3	0.0000
NTRK3__RET	0.0000
LEPR__NTRK3	0.0000
GHR__NTRK3	0.5000
AXL__NTRK3	0.0000
MERTK__NTRK3	0.0000
CSF1R__NTRK3	0.0000
IL6ST__NTRK3	0.0000
IL2RG__NTRK3	0.0000
NTRK3__OSMR	0.0000
LIFR__NTRK3	0.0000
IL6R__NTRK3	0.0000
IFNAR1__NTRK3	0.0000
IFNAR2__NTRK3	0.0000
NTRK3__TNFRSF1A	0.0000
NTRK3__TNFRSF1B	0.0000
DDR1__NTRK3	-0.5000
DDR2__NTRK3	-0.5000
ITGA7__NTRK3	0.5000
ITGB1__NTRK3	0.0000
ITGAV__NTRK3	-0.5000
NTRK3__PLAUR	-0.5000
CD44__NTRK3	0.0000
NOTCH1__NTRK3	0.5000
NOTCH2__NTRK3	0.5000
NTRK3__ROBO1	0.0000
ITGA1__NTRK3	0.0000
ITGA6__NTRK3	0.0000
CXCR4__NTRK3	0.0000
CD36__NTRK3	0.5000
PDGFRA__PDGFRB	-1.0000
MET__PDGFRA	0.0000
KIT__PDGFRA	-0.5000
FLT1__PDGFRA	-0.5000
KDR__PDGFRA	-0.5000
PDGFRA__RET	-0.5000
LEPR__PDGFRA	-0.5000
GHR__PDGFRA	0.0000
AXL__PDGFRA	-0.5000
MERTK__PDGFRA	-0.5000
CSF1R__PDGFRA	-0.5000
IL6ST__PDGFRA	-0.5000
IL2RG__PDGFRA	-0.5000
OSMR__PDGFRA	-0.5000
LIFR__PDGFRA	-0.5000
IL6R__PDGFRA	-0.5000
IFNAR1__PDGFRA	-0.5000
IFNAR2__PDGFRA	-0.5000
PDGFRA__TNFRSF1A	-0.5000
PDGFRA__TNFRSF1B	-0.5000
DDR1__PDGFRA	-1.0000
DDR2__PDGFRA	-1.0000
ITGA7__PDGFRA	0.0000
ITGB1__PDGFRA	-0.5000
ITGAV__PDGFRA	-1.0000
PDGFRA__PLAUR	-1.0000
CD44__PDGFRA	-0.5000
NOTCH1__PDGFRA	0.0000
NOTCH2__PDGFRA	0.0000
PDGFRA__ROBO1	-0.5000
ITGA1__PDGFRA	-0.5000
ITGA6__PDGFRA	-0.5000
CXCR4__PDGFRA	-0.5000
CD36__PDGFRA	0.0000
MET__PDGFRB	0.0000
KIT__PDGFRB	-0.5000
FLT1__PDGFRB	-0.5000
KDR__PDGFRB	-0.5000
PDGFRB__RET	-0.5000
LEPR__PDGFRB	-0.5000
GHR__PDGFRB	0.0000
AXL__PDGFRB	-0.5000
MERTK__PDGFRB	-0.5000
CSF1R__PDGFRB	-0.5000
IL6ST__PDGFRB	-0.5000
IL2RG__PDGFRB	-0.5000
OSMR__PDGFRB	-0.5000
LIFR__PDGFRB	-0.5000
IL6R__PDGFRB	-0.5000
IFNAR1__PDGFRB	-0.5000
IFNAR2__PDGFRB	-0.5000
PDGFRB__TNFRSF1A	-0.5000
PDGFRB__TNFRSF1B	-0.5000
DDR1__PDGFRB	-1.0000
DDR2__PDGFRB	-1.0000
ITGA7__PDGFRB	0.0000
ITGB1__PDGFRB	-0.5000
ITGAV__PDGFRB	-1.0000
PDGFRB__PLAUR	-1.0000
CD44__PDGFRB	-0.5000
NOTCH1__PDGFRB	0.0000
NOTCH2__PDGFRB	0.0000
PDGFRB__ROBO1	-0.5000
ITGA1__PDGFRB	-0.5000
ITGA6__PDGFRB	-0.5000
CXCR4__PDGFRB	-0.5000
CD36__PDGFRB	0.0000
KIT__MET	0.5000
FLT1__MET	0.5000
KDR__MET	0.5000
MET__RET	0.5000
LEPR__MET	0.5000
GHR__MET	1.0000
AXL__MET	0.5000
MERTK__MET	0.5000
CSF1R__MET	0.5000
IL6ST__MET	0.5000
IL2RG__MET	0.5000
MET__OSMR	0.5000
LIFR__MET	0.5000
IL6R__MET	0.5000
IFNAR1__MET	0.5000
IFNAR2__MET	0.5000
MET__TNFRSF1A	0.5000
MET__TNFRSF1B	0.5000
DDR1__MET	0.0000
DDR2__MET	0.0000
ITGA7__MET	1.0000
ITGB1__MET	0.5000
ITGAV__MET	0.0000
MET__PLAUR	0.0000
CD44__MET	0.5000
MET__NOTCH1	1.0000
MET__NOTCH2	1.0000
MET__ROBO1	0.5000
ITGA1__MET	0.5000
ITGA6__MET	0.5000
CXCR4__MET	0.5000
CD36__MET	1.0000
FLT1__KIT	0.0000
KDR__KIT	0.0000
KIT__RET	0.0000
KIT__LEPR	0.0000
GHR__KIT	0.5000
AXL__KIT	0.0000
KIT__MERTK	0.0000
CSF1R__KIT	0.0000
IL6ST__KIT	0.0000
IL2RG__KIT	0.0000
KIT__OSMR	0.0000
KIT__LIFR	0.0000
IL6R__KIT	0.0000
IFNAR1__KIT	0.0000
IFNAR2__KIT	0.0000
KIT__TNFRSF1A	0.0000
KIT__TNFRSF1B	0.0000
DDR1__KIT	-0.5000
DDR2__KIT	-0.5000
ITGA7__KIT	0.5000
ITGB1__KIT	0.0000
ITGAV__KIT	-0.5000
KIT__PLAUR	-0.5000
CD44__KIT	0.0000
KIT__NOTCH1	0.5000
KIT__NOTCH2	0.5000
KIT__ROBO1	0.0000
ITGA1__KIT	0.0000
ITGA6__KIT	0.0000
CXCR4__KIT	0.0000
CD36__KIT	0.5000
FLT1__KDR	0.0000
FLT1__RET	0.0000
FLT1__LEPR	0.0000
FLT1__GHR	0.5000
AXL__FLT1	0.0000
FLT1__MERTK	0.0000
CSF1R__FLT1	0.0000
FLT1__IL6ST	0.0000
FLT1__IL2RG	0.0000
FLT1__OSMR	0.0000
FLT1__LIFR	0.0000
FLT1__IL6R	0.0000
FLT1__IFNAR1	0.0000
FLT1__IFNAR2	0.0000
FLT1__TNFRSF1A	0.0000
FLT1__TNFRSF1B	0.0000
DDR1__FLT1	-0.5000
DDR2__FLT1	-0.5000
FLT1__ITGA7	0.5000
FLT1__ITGB1	0.0000
FLT1__ITGAV	-0.5000
FLT1__PLAUR	-0.5000
CD44__FLT1	0.0000
FLT1__NOTCH1	0.5000
FLT1__NOTCH2	0.5000
FLT1__ROBO1	0.0000
FLT1__ITGA1	0.0000
FLT1__ITGA6	0.0000
CXCR4__FLT1	0.0000
CD36__FLT1	0.5000
KDR__RET	0.0000
KDR__LEPR	0.0000
GHR__KDR	0.5000
AXL__KDR	0.0000
KDR__MERTK	0.0000
CSF1R__KDR	0.0000
IL6ST__KDR	0.0000
IL2RG__KDR	0.0000
KDR__OSMR	0.0000
KDR__LIFR	0.0000
IL6R__KDR	0.0000
IFNAR1__KDR	0.0000
IFNAR2__KDR	0.0000
KDR__TNFRSF1A	0.0000
KDR__TNFRSF1B	0.0000
DDR1__KDR	-0.5000
DDR2__KDR	-0.5000
ITGA7__KDR	0.5000
ITGB1__KDR	0.0000
ITGAV__KDR	-0.5000
KDR__PLAUR	-0.5000
CD44__KDR	0.0000
KDR__NOTCH1	0.5000
KDR__NOTCH2	0.5000
KDR__ROBO1	0.0000
ITGA1__KDR	0.0000
ITGA6__KDR	0.0000
CXCR4__KDR	0.0000
CD36__KDR	0.5000
LEPR__RET	0.0000
GHR__RET	0.5000
AXL__RET	0.0000
MERTK__RET	0.0000
CSF1R__RET	0.0000
IL6ST__RET	0.0000
IL2RG__RET	0.0000
OSMR__RET	0.0000
LIFR__RET	0.0000
IL6R__RET	0.0000
IFNAR1__RET	0.0000
IFNAR2__RET	0.0000
RET__TNFRSF1A	0.0000
RET__TNFRSF1B	0.0000
DDR1__RET	-0.5000
DDR2__RET	-0.5000
ITGA7__RET	0.5000
ITGB1__RET	0.0000
ITGAV__RET	-0.5000
PLAUR__RET	-0.5000
CD44__RET	0.0000
NOTCH1__RET	0.5000
NOTCH2__RET	0.5000
RET__ROBO1	0.0000
ITGA1__RET	0.0000
ITGA6__RET	0.0000
CXCR4__RET	0.0000
CD36__RET	0.5000
GHR__LEPR	0.5000
AXL__LEPR	0.0000
LEPR__MERTK	0.0000
CSF1R__LEPR	0.0000
IL6ST__LEPR	0.0000
IL2RG__LEPR	0.0000
LEPR__OSMR	0.0000
LEPR__LIFR	0.0000
IL6R__LEPR	0.0000
IFNAR1__LEPR	0.0000
IFNAR2__LEPR	0.0000
LEPR__TNFRSF1A	0.0000
LEPR__TNFRSF1B	0.0000
DDR1__LEPR	-0.5000
DDR2__LEPR	-0.5000
ITGA7__LEPR	0.5000
ITGB1__LEPR	0.0000
ITGAV__LEPR	-0.5000
LEPR__PLAUR	-0.5000
CD44__LEPR	0.0000
LEPR__NOTCH1	0.5000
LEPR__NOTCH2	0.5000
LEPR__ROBO1	0.0000
ITGA1__LEPR	0.0000
ITGA6__LEPR	0.0000
CXCR4__LEPR	0.0000
CD36__LEPR	0.5000
AXL__GHR	0.5000
GHR__MERTK	0.5000
CSF1R__GHR	0.5000
GHR__IL6ST	0.5000
GHR__IL2RG	0.5000
GHR__OSMR	0.5000
GHR__LIFR	0.5000
GHR__IL6R	0.5000
GHR__IFNAR1	0.5000
GHR__IFNAR2	0.5000
GHR__TNFRSF1A	0.5000
GHR__TNFRSF1B	0.5000
DDR1__GHR	0.0000
DDR2__GHR	0.0000
GHR__ITGA7	1.0000
GHR__ITGB1	0.5000
GHR__ITGAV	0.0000
GHR__PLAUR	0.0000
CD44__GHR	0.5000
GHR__NOTCH1	1.0000
GHR__NOTCH2	1.0000
GHR__ROBO1	0.5000
GHR__ITGA1	0.5000
GHR__ITGA6	0.5000
CXCR4__GHR	0.5000
CD36__GHR	1.0000
AXL__MERTK	0.0000
AXL__CSF1R	0.0000
AXL__IL6ST	0.0000
AXL__IL2RG	0.0000
AXL__OSMR	0.0000
AXL__LIFR	0.0000
AXL__IL6R	0.0000
AXL__IFNAR1	0.0000
AXL__IFNAR2	0.0000
AXL__TNFRSF1A	0.0000
AXL__TNFRSF1B	0.0000
AXL__DDR1	-0.5000
AXL__DDR2	-0.5000
AXL__ITGA7	0.5000
AXL__ITGB1	0.0000
AXL__ITGAV	-0.5000
AXL__PLAUR	-0.5000
AXL__CD44	0.0000
AXL__NOTCH1	0.5000
AXL__NOTCH2	0.5000
AXL__ROBO1	0.0000
AXL__ITGA1	0.0000
AXL__ITGA6	0.0000
AXL__CXCR4	0.0000
AXL__CD36	0.5000
CSF1R__MERTK	0.0000
IL6ST__MERTK	0.0000
IL2RG__MERTK	0.0000
MERTK__OSMR	0.0000
LIFR__MERTK	0.0000
IL6R__MERTK	0.0000
IFNAR1__MERTK	0.0000
IFNAR2__MERTK	0.0000
MERTK__TNFRSF1A	0.0000
MERTK__TNFRSF1B	0.0000
DDR1__MERTK	-0.5000
DDR2__MERTK	-0.5000
ITGA7__MERTK	0.5000
ITGB1__MERTK	0.0000
ITGAV__MERTK	-0.5000
MERTK__PLAUR	-0.5000
CD44__MERTK	0.0000
MERTK__NOTCH1	0.5000
MERTK__NOTCH2	0.5000
MERTK__ROBO1	0.0000
ITGA1__MERTK	0.0000
ITGA6__MERTK	0.0000
CXCR4__MERTK	0.0000
CD36__MERTK	0.5000
CSF1R__IL6ST	0.0000
CSF1R__IL2RG	0.0000
CSF1R__OSMR	0.0000
CSF1R__LIFR	0.0000
CSF1R__IL6R	0.0000
CSF1R__IFNAR1	0.0000
CSF1R__IFNAR2	0.0000
CSF1R__TNFRSF1A	0.0000
CSF1R__TNFRSF1B	0.0000
CSF1R__DDR1	-0.5000
CSF1R__DDR2	-0.5000
CSF1R__ITGA7	0.5000
CSF1R__ITGB1	0.0000
CSF1R__ITGAV	-0.5000
CSF1R__PLAUR	-0.5000
CD44__CSF1R	0.0000
CSF1R__NOTCH1	0.5000
CSF1R__NOTCH2	0.5000
CSF1R__ROBO1	0.0000
CSF1R__ITGA1	0.0000
CSF1R__ITGA6	0.0000
CSF1R__CXCR4	0.0000
CD36__CSF1R	0.5000
IL2RG__IL6ST	0.0000
IL6ST__OSMR	0.0000
IL6ST__LIFR	0.0000
IL6R__IL6ST	0.0000
IFNAR1__IL6ST	0.0000
IFNAR2__IL6ST	0.0000
IL6ST__TNFRSF1A	0.0000
IL6ST__TNFRSF1B	0.0000
DDR1__IL6ST	-0.5000
DDR2__IL6ST	-0.5000
IL6ST__ITGA7	0.5000
IL6ST__ITGB1	0.0000
IL6ST__ITGAV	-0.5000
IL6ST__PLAUR	-0.5000
CD44__IL6ST	0.0000
IL6ST__NOTCH1	0.5000
IL6ST__NOTCH2	0.5000
IL6ST__ROBO1	0.0000
IL6ST__ITGA1	0.0000
IL6ST__ITGA6	0.0000
CXCR4__IL6ST	0.0000
CD36__IL6ST	0.5000
IL2RG__OSMR	0.0000
IL2RG__LIFR	0.0000
IL2RG__IL6R	0.0000
IFNAR1__IL2RG	0.0000
IFNAR2__IL2RG	0.0000
IL2RG__TNFRSF1A	0.0000
IL2RG__TNFRSF1B	0.0000
DDR1__IL2RG	-0.5000
DDR2__IL2RG	-0.5000
IL2RG__ITGA7	0.5000
IL2RG__ITGB1	0.0000
IL2RG__ITGAV	-0.5000
IL2RG__PLAUR	-0.5000
CD44__IL2RG	0.0000
IL2RG__NOTCH1	0.5000
IL2RG__NOTCH2	0.5000
IL2RG__ROBO1	0.0000
IL2RG__ITGA1	0.0000
IL2RG__ITGA6	0.0000
CXCR4__IL2RG	0.0000
CD36__IL2RG	0.5000
LIFR__OSMR	0.0000
IL6R__OSMR	0.0000
IFNAR1__OSMR	0.0000
IFNAR2__OSMR	0.0000
OSMR__TNFRSF1A	0.0000
OSMR__TNFRSF1B	0.0000
DDR1__OSMR	-0.5000
DDR2__OSMR	-0.5000
ITGA7__OSMR	0.5000
ITGB1__OSMR	0.0000
ITGAV__OSMR	-0.5000
OSMR__PLAUR	-0.5000
CD44__OSMR	0.0000
NOTCH1__OSMR	0.5000
NOTCH2__OSMR	0.5000
OSMR__ROBO1	0.0000
ITGA1__OSMR	0.0000
ITGA6__OSMR	0.0000
CXCR4__OSMR	0.0000
CD36__OSMR	0.5000
IL6R__LIFR	0.0000
IFNAR1__LIFR	0.0000
IFNAR2__LIFR	0.0000
LIFR__TNFRSF1A	0.0000
LIFR__TNFRSF1B	0.0000
DDR1__LIFR	-0.5000
DDR2__LIFR	-0.5000
ITGA7__LIFR	0.5000
ITGB1__LIFR	0.0000
ITGAV__LIFR	-0.5000
LIFR__PLAUR	-0.5000
CD44__LIFR	0.0000
LIFR__NOTCH1	0.5000
LIFR__NOTCH2	0.5000
LIFR__ROBO1	0.0000
ITGA1__LIFR	0.0000
ITGA6__LIFR	0.0000
CXCR4__LIFR	0.0000
CD36__LIFR	0.5000
IFNAR1__IL6R	0.0000
IFNAR2__IL6R	0.0000
IL6R__TNFRSF1A	0.0000
IL6R__TNFRSF1B	0.0000
DDR1__IL6R	-0.5000
DDR2__IL6R	-0.5000
IL6R__ITGA7	0.5000
IL6R__ITGB1	0.0000
IL6R__ITGAV	-0.5000
IL6R__PLAUR	-0.5000
CD44__IL6R	0.0000
IL6R__NOTCH1	0.5000
IL6R__NOTCH2	0.5000
IL6R__ROBO1	0.0000
IL6R__ITGA1	0.0000
IL6R__ITGA6	0.0000
CXCR4__IL6R	0.0000
CD36__IL6R	0.5000
IFNAR1__IFNAR2	0.0000
IFNAR1__TNFRSF1A	0.0000
IFNAR1__TNFRSF1B	0.0000
DDR1__IFNAR1	-0.5000
DDR2__IFNAR1	-0.5000
IFNAR1__ITGA7	0.5000
IFNAR1__ITGB1	0.0000
IFNAR1__ITGAV	-0.5000
IFNAR1__PLAUR	-0.5000
CD44__IFNAR1	0.0000
IFNAR1__NOTCH1	0.5000
IFNAR1__NOTCH2	0.5000
IFNAR1__ROBO1	0.0000
IFNAR1__ITGA1	0.0000
IFNAR1__ITGA6	0.0000
CXCR4__IFNAR1	0.0000
CD36__IFNAR1	0.5000
IFNAR2__TNFRSF1A	0.0000
IFNAR2__TNFRSF1B	0.0000
DDR1__IFNAR2	-0.5000
DDR2__IFNAR2	-0.5000
IFNAR2__ITGA7	0.5000
IFNAR2__ITGB1	0.0000
IFNAR2__ITGAV	-0.5000
IFNAR2__PLAUR	-0.5000
CD44__IFNAR2	0.0000
IFNAR2__NOTCH1	0.5000
IFNAR2__NOTCH2	0.5000
IFNAR2__ROBO1	0.0000
IFNAR2__ITGA1	0.0000
IFNAR2__ITGA6	0.0000
CXCR4__IFNAR2	0.0000
CD36__IFNAR2	0.5000
TNFRSF1A__TNFRSF1B	0.0000
DDR1__TNFRSF1A	-0.5000
DDR2__TNFRSF1A	-0.5000
ITGA7__TNFRSF1A	0.5000
ITGB1__TNFRSF1A	0.0000
ITGAV__TNFRSF1A	-0.5000
PLAUR__TNFRSF1A	-0.5000
CD44__TNFRSF1A	0.0000
NOTCH1__TNFRSF1A	0.5000
NOTCH2__TNFRSF1A	0.5000
ROBO1__TNFRSF1A	0.0000
ITGA1__TNFRSF1A	0.0000
ITGA6__TNFRSF1A	0.0000
CXCR4__TNFRSF1A	0.0000
CD36__TNFRSF1A	0.5000
DDR1__TNFRSF1B	-0.5000
DDR2__TNFRSF1B	-0.5000
ITGA7__TNFRSF1B	0.5000
ITGB1__TNFRSF1B	0.0000
ITGAV__TNFRSF1B	-0.5000
PLAUR__TNFRSF1B	-0.5000
CD44__TNFRSF1B	0.0000
NOTCH1__TNFRSF1B	0.5000
NOTCH2__TNFRSF1B	0.5000
ROBO1__TNFRSF1B	0.0000
ITGA1__TNFRSF1B	0.0000
ITGA6__TNFRSF1B	0.0000
CXCR4__TNFRSF1B	0.0000
CD36__TNFRSF1B	0.5000
DDR1__DDR2	-1.0000
DDR1__ITGA7	0.0000
DDR1__ITGB1	-0.5000
DDR1__ITGAV	-1.0000
DDR1__PLAUR	-1.0000
CD44__DDR1	-0.5000
DDR1__NOTCH1	0.0000
DDR1__NOTCH2	0.0000
DDR1__ROBO1	-0.5000
DDR1__ITGA1	-0.5000
DDR1__ITGA6	-0.5000
CXCR4__DDR1	-0.5000
CD36__DDR1	0.0000
DDR2__ITGA7	0.0000
DDR2__ITGB1	-0.5000
DDR2__ITGAV	-1.0000
DDR2__PLAUR	-1.0000
CD44__DDR2	-0.5000
DDR2__NOTCH1	0.0000
DDR2__NOTCH2	0.0000
DDR2__ROBO1	-0.5000
DDR2__ITGA1	-0.5000
DDR2__ITGA6	-0.5000
CXCR4__DDR2	-0.5000
CD36__DDR2	0.0000
ITGA7__ITGB1	0.5000
ITGA7__ITGAV	0.0000
ITGA7__PLAUR	0.0000
CD44__ITGA7	0.5000
ITGA7__NOTCH1	1.0000
