rank	candidate_id	receptor_A	receptor_B	linker	biased_pathways	chain_soundness	track_a	track_b	composite_reward	tier	verdict	notes
95	FGFR4_MET__EAAAK_x4	FGFR4	MET	EAAAK_x4	MAPK,AKT,STAT3	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, MET); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
96	IGF1R_MET__GS_med	IGF1R	MET	GS_med	AKT,mTOR,STAT3	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: GS_med (20 aa, flexible).
97	IGF1R_PDGFRA__GS_med	IGF1R	PDGFRA	GS_med	AKT,MAPK	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_med (20 aa, flexible).
98	IGF1R_PDGFRB__GS_med	IGF1R	PDGFRB	GS_med	AKT,MAPK	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_med (20 aa, flexible).
99	INSR_MET__GS_med	INSR	MET	GS_med	AKT,mTOR,STAT3	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: GS_med (20 aa, flexible).
100	INSR_PDGFRA__GS_med	INSR	PDGFRA	GS_med	AKT,MAPK	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_med (20 aa, flexible).
101	INSR_PDGFRB__GS_med	INSR	PDGFRB	GS_med	AKT,MAPK	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_med (20 aa, flexible).
102	MET_PDGFRA__GS_short	MET	PDGFRA	GS_short	MAPK,AKT,STAT3	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, PDGFR); axis: myogenic; linker: GS_short (10 aa, flexible).
103	MET_PDGFRA__EAAAK_x4	MET	PDGFRA	EAAAK_x4	MAPK,AKT,STAT3	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, PDGFR); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
104	MET_PDGFRB__GS_short	MET	PDGFRB	GS_short	MAPK,AKT,STAT3	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, PDGFR); axis: myogenic; linker: GS_short (10 aa, flexible).
105	MET_PDGFRB__EAAAK_x4	MET	PDGFRB	EAAAK_x4	MAPK,AKT,STAT3	0.800	+1.0000	0.800	+0.9250	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, PDGFR); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
106	ERBB2_IGF1R__GS_long	ERBB2	IGF1R	GS_long	MAPK,AKT,mTOR	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_long (40 aa, flexible).
107	ERBB2_INSR__GS_long	ERBB2	INSR	GS_long	MAPK,AKT,mTOR	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_long (40 aa, flexible).
108	EGFR_IGF1R__GS_long	EGFR	IGF1R	GS_long	MAPK,AKT,mTOR	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_long (40 aa, flexible).
109	EGFR_INSR__GS_long	EGFR	INSR	GS_long	MAPK,AKT,mTOR	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_long (40 aa, flexible).
110	IGF1R_MET__GS_long	IGF1R	MET	GS_long	AKT,mTOR,STAT3	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: GS_long (40 aa, flexible).
111	IGF1R_PDGFRA__GS_long	IGF1R	PDGFRA	GS_long	AKT,MAPK	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_long (40 aa, flexible).
112	IGF1R_PDGFRB__GS_long	IGF1R	PDGFRB	GS_long	AKT,MAPK	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_long (40 aa, flexible).
113	INSR_MET__GS_long	INSR	MET	GS_long	AKT,mTOR,STAT3	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: GS_long (40 aa, flexible).
114	INSR_PDGFRA__GS_long	INSR	PDGFRA	GS_long	AKT,MAPK	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_long (40 aa, flexible).
115	INSR_PDGFRB__GS_long	INSR	PDGFRB	GS_long	AKT,MAPK	0.800	+0.9722	0.800	+0.9076	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_long (40 aa, flexible).
116	ERBB2_IGF1R__XTEN_36	ERBB2	IGF1R	XTEN_36	MAPK,AKT,mTOR	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: XTEN_36 (36 aa, unstructured).
117	ERBB2_INSR__XTEN_36	ERBB2	INSR	XTEN_36	MAPK,AKT,mTOR	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: XTEN_36 (36 aa, unstructured).
118	EGFR_IGF1R__XTEN_36	EGFR	IGF1R	XTEN_36	MAPK,AKT,mTOR	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: XTEN_36 (36 aa, unstructured).
119	EGFR_INSR__XTEN_36	EGFR	INSR	XTEN_36	MAPK,AKT,mTOR	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: XTEN_36 (36 aa, unstructured).
120	IGF1R_MET__XTEN_36	IGF1R	MET	XTEN_36	AKT,mTOR,STAT3	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: XTEN_36 (36 aa, unstructured).
121	IGF1R_PDGFRA__XTEN_36	IGF1R	PDGFRA	XTEN_36	AKT,MAPK	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: XTEN_36 (36 aa, unstructured).
122	IGF1R_PDGFRB__XTEN_36	IGF1R	PDGFRB	XTEN_36	AKT,MAPK	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: XTEN_36 (36 aa, unstructured).
123	INSR_MET__XTEN_36	INSR	MET	XTEN_36	AKT,mTOR,STAT3	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: XTEN_36 (36 aa, unstructured).
124	INSR_PDGFRA__XTEN_36	INSR	PDGFRA	XTEN_36	AKT,MAPK	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: XTEN_36 (36 aa, unstructured).
125	INSR_PDGFRB__XTEN_36	INSR	PDGFRB	XTEN_36	AKT,MAPK	0.750	+1.0000	0.750	+0.9062	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: XTEN_36 (36 aa, unstructured).
126	ERBB2_IGF1R__GS_short	ERBB2	IGF1R	GS_short	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_short (10 aa, flexible).
127	ERBB2_IGF1R__EAAAK_x4	ERBB2	IGF1R	EAAAK_x4	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
128	ERBB2_INSR__GS_short	ERBB2	INSR	GS_short	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_short (10 aa, flexible).
129	ERBB2_INSR__EAAAK_x4	ERBB2	INSR	EAAAK_x4	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
130	EGFR_IGF1R__GS_short	EGFR	IGF1R	GS_short	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_short (10 aa, flexible).
131	EGFR_IGF1R__EAAAK_x4	EGFR	IGF1R	EAAAK_x4	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
132	EGFR_INSR__GS_short	EGFR	INSR	GS_short	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: GS_short (10 aa, flexible).
133	EGFR_INSR__EAAAK_x4	EGFR	INSR	EAAAK_x4	MAPK,AKT,mTOR	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, INSR); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
134	IGF1R_MET__GS_short	IGF1R	MET	GS_short	AKT,mTOR,STAT3	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: GS_short (10 aa, flexible).
135	IGF1R_MET__EAAAK_x4	IGF1R	MET	EAAAK_x4	AKT,mTOR,STAT3	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
136	IGF1R_PDGFRA__GS_short	IGF1R	PDGFRA	GS_short	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_short (10 aa, flexible).
137	IGF1R_PDGFRA__EAAAK_x4	IGF1R	PDGFRA	EAAAK_x4	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: EAAAK_x4 (22 aa, rigid).
138	IGF1R_PDGFRB__GS_short	IGF1R	PDGFRB	GS_short	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_short (10 aa, flexible).
139	IGF1R_PDGFRB__EAAAK_x4	IGF1R	PDGFRB	EAAAK_x4	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: EAAAK_x4 (22 aa, rigid).
140	INSR_MET__GS_short	INSR	MET	GS_short	AKT,mTOR,STAT3	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: GS_short (10 aa, flexible).
141	INSR_MET__EAAAK_x4	INSR	MET	EAAAK_x4	AKT,mTOR,STAT3	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, MET); axis: myogenic; linker: EAAAK_x4 (22 aa, rigid).
142	INSR_PDGFRA__GS_short	INSR	PDGFRA	GS_short	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_short (10 aa, flexible).
143	INSR_PDGFRA__EAAAK_x4	INSR	PDGFRA	EAAAK_x4	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: EAAAK_x4 (22 aa, rigid).
144	INSR_PDGFRB__GS_short	INSR	PDGFRB	GS_short	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: GS_short (10 aa, flexible).
145	INSR_PDGFRB__EAAAK_x4	INSR	PDGFRB	EAAAK_x4	AKT,MAPK	0.700	+1.0000	0.700	+0.8875	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, PDGFR); axis: metabolic; linker: EAAAK_x4 (22 aa, rigid).
146	IGF1R_INSR__GS_short	IGF1R	INSR	GS_short	AKT,mTOR	0.550	+1.0000	0.550	+0.8313	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, INSR); axis: metabolic; linker: GS_short (10 aa, flexible).
147	IGF1R_INSR__GS_med	IGF1R	INSR	GS_med	AKT,mTOR	0.550	+1.0000	0.550	+0.8313	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, INSR); axis: metabolic; linker: GS_med (20 aa, flexible).
148	IGF1R_INSR__EAAAK_x4	IGF1R	INSR	EAAAK_x4	AKT,mTOR	0.550	+1.0000	0.550	+0.8313	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, INSR); axis: metabolic; linker: EAAAK_x4 (22 aa, rigid).
149	IGF1R_INSR__XTEN_36	IGF1R	INSR	XTEN_36	AKT,mTOR	0.550	+1.0000	0.550	+0.8313	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, INSR); axis: metabolic; linker: XTEN_36 (36 aa, unstructured).
150	IGF1R_INSR__GS_long	IGF1R	INSR	GS_long	AKT,mTOR	0.550	+0.9722	0.550	+0.8138	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, INSR); axis: metabolic; linker: GS_long (40 aa, flexible).
151	ERBB2_EGFR__GS_short	ERBB2	EGFR	GS_short	MAPK,AKT	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, ErbB); axis: neutral; linker: GS_short (10 aa, flexible).
152	ERBB2_EGFR__GS_med	ERBB2	EGFR	GS_med	MAPK,AKT	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, ErbB); axis: neutral; linker: GS_med (20 aa, flexible).
153	ERBB2_EGFR__EAAAK_x4	ERBB2	EGFR	EAAAK_x4	MAPK,AKT	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, ErbB); axis: neutral; linker: EAAAK_x4 (22 aa, rigid).
154	ERBB2_EGFR__XTEN_36	ERBB2	EGFR	XTEN_36	MAPK,AKT	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, ErbB); axis: neutral; linker: XTEN_36 (36 aa, unstructured).
155	FGFR1_FGFR2__GS_short	FGFR1	FGFR2	GS_short	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_short (10 aa, flexible).
156	FGFR1_FGFR2__GS_med	FGFR1	FGFR2	GS_med	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_med (20 aa, flexible).
157	FGFR1_FGFR2__EAAAK_x4	FGFR1	FGFR2	EAAAK_x4	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: EAAAK_x4 (22 aa, rigid).
158	FGFR1_FGFR2__XTEN_36	FGFR1	FGFR2	XTEN_36	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: XTEN_36 (36 aa, unstructured).
159	FGFR1_FGFR4__GS_short	FGFR1	FGFR4	GS_short	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_short (10 aa, flexible).
160	FGFR1_FGFR4__GS_med	FGFR1	FGFR4	GS_med	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_med (20 aa, flexible).
161	FGFR1_FGFR4__EAAAK_x4	FGFR1	FGFR4	EAAAK_x4	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: EAAAK_x4 (22 aa, rigid).
162	FGFR1_FGFR4__XTEN_36	FGFR1	FGFR4	XTEN_36	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: XTEN_36 (36 aa, unstructured).
163	FGFR2_FGFR4__GS_short	FGFR2	FGFR4	GS_short	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_short (10 aa, flexible).
164	FGFR2_FGFR4__GS_med	FGFR2	FGFR4	GS_med	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_med (20 aa, flexible).
165	FGFR2_FGFR4__EAAAK_x4	FGFR2	FGFR4	EAAAK_x4	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: EAAAK_x4 (22 aa, rigid).
166	FGFR2_FGFR4__XTEN_36	FGFR2	FGFR4	XTEN_36	MAPK,PLCG	0.550	+0.7992	0.550	+0.7058	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: XTEN_36 (36 aa, unstructured).
167	ERBB2_EGFR__GS_long	ERBB2	EGFR	GS_long	MAPK,AKT	0.550	+0.5989	0.550	+0.5806	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, ErbB); axis: neutral; linker: GS_long (40 aa, flexible).
168	FGFR1_FGFR2__GS_long	FGFR1	FGFR2	GS_long	MAPK,PLCG	0.550	+0.5989	0.550	+0.5806	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_long (40 aa, flexible).
169	FGFR1_FGFR4__GS_long	FGFR1	FGFR4	GS_long	MAPK,PLCG	0.550	+0.5989	0.550	+0.5806	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_long (40 aa, flexible).
170	FGFR2_FGFR4__GS_long	FGFR2	FGFR4	GS_long	MAPK,PLCG	0.550	+0.5989	0.550	+0.5806	TOP_K_DESIGN	REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, FGFR); axis: neutral; linker: GS_long (40 aa, flexible).
171	FGFR1_PDGFRA__GS_long	FGFR1	PDGFRA	GS_long	MAPK,PLCG	0.850	-0.8934	0.850	-0.2396	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
172	FGFR1_PDGFRB__GS_long	FGFR1	PDGFRB	GS_long	MAPK,PLCG	0.850	-0.8934	0.850	-0.2396	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
173	FGFR2_PDGFRA__GS_long	FGFR2	PDGFRA	GS_long	MAPK,PLCG	0.850	-0.8934	0.850	-0.2396	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
174	FGFR2_PDGFRB__GS_long	FGFR2	PDGFRB	GS_long	MAPK,PLCG	0.850	-0.8934	0.850	-0.2396	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
175	FGFR4_PDGFRA__GS_long	FGFR4	PDGFRA	GS_long	MAPK,PLCG	0.850	-0.8934	0.850	-0.2396	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
176	FGFR4_PDGFRB__GS_long	FGFR4	PDGFRB	GS_long	MAPK,PLCG	0.850	-0.8934	0.850	-0.2396	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
177	FGFR1_PDGFRA__GS_med	FGFR1	PDGFRA	GS_med	MAPK,PLCG	0.850	-0.9128	0.850	-0.2518	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
178	FGFR1_PDGFRB__GS_med	FGFR1	PDGFRB	GS_med	MAPK,PLCG	0.850	-0.9128	0.850	-0.2518	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
179	FGFR2_PDGFRA__GS_med	FGFR2	PDGFRA	GS_med	MAPK,PLCG	0.850	-0.9128	0.850	-0.2518	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
180	FGFR2_PDGFRB__GS_med	FGFR2	PDGFRB	GS_med	MAPK,PLCG	0.850	-0.9128	0.850	-0.2518	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
181	FGFR4_PDGFRA__GS_med	FGFR4	PDGFRA	GS_med	MAPK,PLCG	0.850	-0.9128	0.850	-0.2518	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
182	FGFR4_PDGFRB__GS_med	FGFR4	PDGFRB	GS_med	MAPK,PLCG	0.850	-0.9128	0.850	-0.2518	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
183	ERBB2_EPHA4__GS_long	ERBB2	EPHA4	GS_long	MAPK	0.650	-0.7992	0.650	-0.2558	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: GS_long (40 aa, flexible).
184	EGFR_EPHA4__GS_long	EGFR	EPHA4	GS_long	MAPK	0.650	-0.7992	0.650	-0.2558	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: GS_long (40 aa, flexible).
185	FGFR1_EPHA4__GS_long	FGFR1	EPHA4	GS_long	MAPK	0.650	-0.7992	0.650	-0.2558	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_long (40 aa, flexible).
186	FGFR2_EPHA4__GS_long	FGFR2	EPHA4	GS_long	MAPK	0.650	-0.7992	0.650	-0.2558	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_long (40 aa, flexible).
187	FGFR4_EPHA4__GS_long	FGFR4	EPHA4	GS_long	MAPK	0.650	-0.7992	0.650	-0.2558	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_long (40 aa, flexible).
